cenario;arquivo_instancia;makespan_final;ddlb;razao_ms_ddlb;melhoria_ms;iteracoes;tempo_ga_ms
HLHHHHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHHHHH\HLHHHHH_1.json;63428,12;48490,86;1,3080;5847,74;200;2252,97
HLHHHHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHHHHH\HLHHHHH_10.json;62134,16;48721,31;1,2753;7004,15;200;2284,75
HLHHHHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHHHHH\HLHHHHH_2.json;62994,59;48081,36;1,3102;4488,46;200;2285,92
HLHHHHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHHHHH\HLHHHHH_3.json;64062,22;48593,16;1,3183;5499,48;200;2251,69
HLHHHHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHHHHH\HLHHHHH_4.json;60652,89;48302,09;1,2557;6554,43;200;2290,06
HLHHHHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHHHHH\HLHHHHH_5.json;64282,35;48218,42;1,3331;8413,11;200;2311,26
HLHHHHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHHHHH\HLHHHHH_6.json;63902,93;48039,78;1,3302;6820,07;200;2293,11
HLHHHHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHHHHH\HLHHHHH_7.json;63032,74;47967,87;1,3141;6640,49;200;2280,69
HLHHHHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHHHHH\HLHHHHH_8.json;63172,04;48206,46;1,3104;7321,58;200;2287,61
HLHHHHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHHHHH\HLHHHHH_9.json;65005,02;48789,63;1,3324;9554,30;200;2275,36
HLHHHHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHHHHL\HLHHHHL_1.json;17512,52;14159,67;1,2368;1448,36;200;617,59
HLHHHHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHHHHL\HLHHHHL_10.json;15671,60;14136,40;1,1086;2350,38;200;602,27
HLHHHHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHHHHL\HLHHHHL_2.json;17417,26;14118,91;1,2336;2410,38;200;597,75
HLHHHHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHHHHL\HLHHHHL_3.json;17310,02;14206,16;1,2185;2255,02;200;650,34
HLHHHHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHHHHL\HLHHHHL_4.json;16973,32;14191,95;1,1960;2448,29;200;613,36
HLHHHHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHHHHL\HLHHHHL_5.json;16783,39;14206,98;1,1813;2159,25;200;623,53
HLHHHHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHHHHL\HLHHHHL_6.json;16128,05;14279,63;1,1294;1994,59;200;610,18
HLHHHHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHHHHL\HLHHHHL_7.json;17443,36;14452,14;1,2070;2001,62;200;617,73
HLHHHHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHHHHL\HLHHHHL_8.json;15941,38;14197,39;1,1228;2811,17;200;605,84
HLHHHHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHHHHL\HLHHHHL_9.json;17732,41;14097,27;1,2579;1565,08;200;609,13
HLHHHLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHHHLH\HLHHHLH_1.json;52856,14;48106,56;1,0987;11504,74;200;193,57
HLHHHLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHHHLH\HLHHHLH_10.json;51746,47;47263,82;1,0948;8960,67;200;197,20
HLHHHLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHHHLH\HLHHHLH_2.json;56402,98;48010,58;1,1748;10886,76;200;191,72
HLHHHLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHHHLH\HLHHHLH_3.json;53708,95;47601,25;1,1283;14776,11;200;190,46
HLHHHLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHHHLH\HLHHHLH_4.json;57623,51;48257,56;1,1941;15434,64;200;191,68
HLHHHLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHHHLH\HLHHHLH_5.json;52890,19;47634,72;1,1103;15422,96;200;197,86
HLHHHLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHHHLH\HLHHHLH_6.json;49994,65;48668,37;1,0273;14002,04;200;194,60
HLHHHLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHHHLH\HLHHHLH_7.json;57912,01;47811,09;1,2113;10075,33;200;195,33
HLHHHLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHHHLH\HLHHHLH_8.json;56775,80;48077,90;1,1809;11358,50;200;193,31
HLHHHLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHHHLH\HLHHHLH_9.json;52980,19;48419,76;1,0942;16683,13;200;192,14
HLHHHLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHHHLL\HLHHHLL_1.json;14892,23;14279,56;1,0429;0,00;200;84,00
HLHHHLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHHHLL\HLHHHLL_10.json;15087,56;14404,32;1,0474;131,50;200;84,82
HLHHHLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHHHLL\HLHHHLL_2.json;16810,99;14254,65;1,1793;32,62;200;83,05
HLHHHLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHHHLL\HLHHHLL_3.json;15833,17;13837,95;1,1442;0,00;200;91,77
HLHHHLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHHHLL\HLHHHLL_4.json;15147,06;14304,98;1,0589;118,09;200;82,09
HLHHHLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHHHLL\HLHHHLL_5.json;17081,80;14058,44;1,2151;0,00;200;87,37
HLHHHLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHHHLL\HLHHHLL_6.json;14720,53;14269,30;1,0316;485,62;200;83,85
HLHHHLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHHHLL\HLHHHLL_7.json;16675,59;13844,05;1,2045;0,00;200;95,54
HLHHHLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHHHLL\HLHHHLL_8.json;15772,00;14340,46;1,0998;36,86;200;81,50
HLHHHLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHHHLL\HLHHHLL_9.json;14178,21;13933,36;1,0176;1645,42;200;84,53
HLHHLHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHHLHH\HLHHLHH_1.json;62901,91;48593,08;1,2945;7926,09;200;2262,12
HLHHLHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHHLHH\HLHHLHH_10.json;63781,23;48370,12;1,3186;6755,02;200;2297,78
HLHHLHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHHLHH\HLHHLHH_2.json;63630,62;48703,53;1,3065;8406,77;200;2287,18
HLHHLHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHHLHH\HLHHLHH_3.json;61433,17;48438,73;1,2683;8623,67;200;2346,04
HLHHLHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHHLHH\HLHHLHH_4.json;64295,28;48392,75;1,3286;6928,34;200;2307,40
HLHHLHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHHLHH\HLHHLHH_5.json;61604,97;48787,03;1,2627;8039,84;200;2272,00
HLHHLHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHHLHH\HLHHLHH_6.json;63168,50;48869,17;1,2926;8199,64;200;2284,42
HLHHLHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHHLHH\HLHHLHH_7.json;64881,33;48924,76;1,3261;8220,50;200;2310,68
HLHHLHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHHLHH\HLHHLHH_8.json;60603,24;48587,48;1,2473;6401,68;200;2315,17
HLHHLHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHHLHH\HLHHLHH_9.json;63083,55;48533,35;1,2998;6495,37;200;2307,90
HLHHLHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHHLHL\HLHHLHL_1.json;16685,74;14174,88;1,1771;1644,36;200;599,49
HLHHLHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHHLHL\HLHHLHL_10.json;16690,44;14198,33;1,1755;3116,90;200;612,27
HLHHLHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHHLHL\HLHHLHL_2.json;16417,82;14242,08;1,1528;2367,55;200;614,42
HLHHLHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHHLHL\HLHHLHL_3.json;16322,26;14424,32;1,1316;2902,40;200;606,59
HLHHLHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHHLHL\HLHHLHL_4.json;16462,99;14263,96;1,1542;1921,06;200;594,16
HLHHLHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHHLHL\HLHHLHL_5.json;18385,96;14312,13;1,2846;1005,10;200;603,17
HLHHLHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHHLHL\HLHHLHL_6.json;17822,23;14336,35;1,2431;2006,85;200;613,62
HLHHLHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHHLHL\HLHHLHL_7.json;17517,93;14314,08;1,2238;1463,58;200;619,89
HLHHLHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHHLHL\HLHHLHL_8.json;16704,06;14418,46;1,1585;2686,27;200;604,12
HLHHLHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHHLHL\HLHHLHL_9.json;17513,47;14417,25;1,2148;1112,28;200;597,83
HLHHLLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHHLLH\HLHHLLH_1.json;51192,15;47925,47;1,0682;13690,91;200;192,07
HLHHLLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHHLLH\HLHHLLH_10.json;54606,50;48602,44;1,1235;19700,39;200;188,06
HLHHLLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHHLLH\HLHHLLH_2.json;52835,89;48187,57;1,0965;15302,12;200;195,10
HLHHLLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHHLLH\HLHHLLH_3.json;52032,22;48556,51;1,0716;14948,22;200;197,10
HLHHLLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHHLLH\HLHHLLH_4.json;59454,40;48336,10;1,2300;14019,29;200;188,74
HLHHLLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHHLLH\HLHHLLH_5.json;55456,43;48899,12;1,1341;11255,59;200;190,59
HLHHLLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHHLLH\HLHHLLH_6.json;53915,99;48248,75;1,1175;14902,47;200;198,28
HLHHLLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHHLLH\HLHHLLH_7.json;51716,27;48497,63;1,0664;12108,00;200;195,17
HLHHLLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHHLLH\HLHHLLH_8.json;55174,59;48762,92;1,1315;10286,85;200;191,00
HLHHLLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHHLLH\HLHHLLH_9.json;49258,75;48537,87;1,0149;11133,62;200;190,12
HLHHLLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHHLLL\HLHHLLL_1.json;15876,12;14437,69;1,0996;0,00;200;79,06
HLHHLLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHHLLL\HLHHLLL_10.json;14990,34;14290,34;1,0490;579,26;200;86,91
HLHHLLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHHLLL\HLHHLLL_2.json;17980,42;14371,13;1,2511;289,24;200;81,85
HLHHLLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHHLLL\HLHHLLL_3.json;15873,76;14407,38;1,1018;219,65;200;83,54
HLHHLLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHHLLL\HLHHLLL_4.json;14757,97;14596,67;1,0111;0,00;200;83,10
HLHHLLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHHLLL\HLHHLLL_5.json;14645,90;14274,51;1,0260;217,61;200;83,76
HLHHLLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHHLLL\HLHHLLL_6.json;15649,48;14034,69;1,1151;272,07;200;84,89
HLHHLLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHHLLL\HLHHLLL_7.json;15279,96;14028,42;1,0892;503,41;200;84,18
HLHHLLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHHLLL\HLHHLLL_8.json;16067,79;14678,33;1,0947;42,97;200;83,13
HLHHLLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHHLLL\HLHHLLL_9.json;14219,62;14115,51;1,0074;0,00;200;81,91
HLHLHHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHLHHH\HLHLHHH_1.json;62891,10;48382,85;1,2999;7327,14;200;2292,17
HLHLHHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHLHHH\HLHLHHH_10.json;60410,92;48621,41;1,2425;7459,87;200;2311,70
HLHLHHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHLHHH\HLHLHHH_2.json;64132,92;48214,75;1,3302;9134,82;200;2302,38
HLHLHHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHLHHH\HLHLHHH_3.json;63083,49;48727,79;1,2946;6649,20;200;2277,14
HLHLHHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHLHHH\HLHLHHH_4.json;64637,78;49001,95;1,3191;5711,91;200;2295,16
HLHLHHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHLHHH\HLHLHHH_5.json;64251,03;48192,78;1,3332;7000,44;200;2275,28
HLHLHHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHLHHH\HLHLHHH_6.json;63980,61;48596,20;1,3166;10182,45;200;2268,68
HLHLHHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHLHHH\HLHLHHH_7.json;62712,73;48057,79;1,3049;5845,27;200;2270,18
HLHLHHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHLHHH\HLHLHHH_8.json;64994,26;48036,56;1,3530;8144,77;200;2278,40
HLHLHHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHLHHH\HLHLHHH_9.json;61266,94;48098,72;1,2738;6916,08;200;2324,71
HLHLHHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHLHHL\HLHLHHL_1.json;16238,13;14268,49;1,1380;1107,34;200;630,24
HLHLHHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHLHHL\HLHLHHL_10.json;16709,94;14201,51;1,1766;1618,93;200;603,44
HLHLHHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHLHHL\HLHLHHL_2.json;18029,27;14256,65;1,2646;1452,29;200;622,34
HLHLHHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHLHHL\HLHLHHL_3.json;19008,46;14301,45;1,3291;2257,52;200;607,21
HLHLHHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHLHHL\HLHLHHL_4.json;16698,53;14400,36;1,1596;2381,10;200;614,98
HLHLHHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHLHHL\HLHLHHL_5.json;16209,89;14392,62;1,1263;2798,10;200;641,69
HLHLHHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHLHHL\HLHLHHL_6.json;16547,48;14147,22;1,1697;1763,45;200;605,45
HLHLHHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHLHHL\HLHLHHL_7.json;15670,13;14177,93;1,1052;3124,95;200;614,61
HLHLHHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHLHHL\HLHLHHL_8.json;17613,28;14078,98;1,2510;1227,70;200;604,24
HLHLHHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHLHHL\HLHLHHL_9.json;17149,56;14489,07;1,1836;2197,48;200;608,17
HLHLHLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHLHLH\HLHLHLH_1.json;49733,21;47701,50;1,0426;4299,04;200;191,77
HLHLHLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHLHLH\HLHLHLH_10.json;48443,82;47977,11;1,0097;11585,98;200;205,85
HLHLHLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHLHLH\HLHLHLH_2.json;50540,01;47616,91;1,0614;13818,37;200;193,80
HLHLHLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHLHLH\HLHLHLH_3.json;49707,71;48624,24;1,0223;12756,10;200;196,33
HLHLHLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHLHLH\HLHLHLH_4.json;48905,24;48066,99;1,0174;9771,37;200;189,68
HLHLHLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHLHLH\HLHLHLH_5.json;50002,49;48293,82;1,0354;13506,90;200;194,45
HLHLHLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHLHLH\HLHLHLH_6.json;51093,45;48179,40;1,0605;13677,43;200;187,09
HLHLHLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHLHLH\HLHLHLH_7.json;56447,36;48178,82;1,1716;11117,68;200;190,82
HLHLHLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHLHLH\HLHLHLH_8.json;57188,05;48220,88;1,1860;12122,83;200;194,74
HLHLHLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHLHLH\HLHLHLH_9.json;59630,67;48051,79;1,2410;16177,42;200;192,64
HLHLHLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHLHLL\HLHLHLL_1.json;15896,49;13990,76;1,1362;51,90;200;79,74
HLHLHLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHLHLL\HLHLHLL_10.json;15635,91;14067,87;1,1115;1975,12;200;78,91
HLHLHLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHLHLL\HLHLHLL_2.json;16474,50;14292,51;1,1527;95,74;200;80,57
HLHLHLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHLHLL\HLHLHLL_3.json;17002,56;14342,08;1,1855;0,00;200;79,01
HLHLHLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHLHLL\HLHLHLL_4.json;14898,79;14089,89;1,0574;0,76;200;85,25
HLHLHLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHLHLL\HLHLHLL_5.json;15249,86;14250,24;1,0701;1797,09;200;84,18
HLHLHLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHLHLL\HLHLHLL_6.json;14663,11;13853,85;1,0584;0,00;200;80,79
HLHLHLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHLHLL\HLHLHLL_7.json;14750,29;14450,40;1,0208;0,00;200;81,82
HLHLHLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHLHLL\HLHLHLL_8.json;18217,18;14313,26;1,2727;0,00;200;83,83
HLHLHLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHLHLL\HLHLHLL_9.json;15421,62;13989,08;1,1024;0,00;200;82,39
HLHLLHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHLLHH\HLHLLHH_1.json;66306,73;48513,92;1,3668;6256,65;200;2280,96
HLHLLHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHLLHH\HLHLLHH_10.json;67039,35;48651,48;1,3780;6936,43;200;2256,35
HLHLLHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHLLHH\HLHLLHH_2.json;66111,34;48685,59;1,3579;8327,84;200;2343,17
HLHLLHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHLLHH\HLHLLHH_3.json;64262,96;48777,04;1,3175;3776,35;200;2273,31
HLHLLHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHLLHH\HLHLLHH_4.json;61277,67;48424,11;1,2654;7302,85;200;2306,12
HLHLLHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHLLHH\HLHLLHH_5.json;62128,89;48654,83;1,2769;6568,64;200;2274,81
HLHLLHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHLLHH\HLHLLHH_6.json;63643,71;48885,37;1,3019;8056,33;200;2285,69
HLHLLHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHLLHH\HLHLLHH_7.json;61788,06;48669,27;1,2695;4794,94;200;2285,01
HLHLLHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHLLHH\HLHLLHH_8.json;63754,80;48835,47;1,3055;5219,85;200;2279,41
HLHLLHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHLLHH\HLHLLHH_9.json;60509,62;48699,18;1,2425;10869,83;200;2289,50
HLHLLHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHLLHL\HLHLLHL_1.json;18450,71;14345,21;1,2862;1107,92;200;608,02
HLHLLHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHLLHL\HLHLLHL_10.json;17540,79;14310,45;1,2257;1846,42;200;620,31
HLHLLHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHLLHL\HLHLLHL_2.json;18076,77;14378,72;1,2572;2098,57;200;609,16
HLHLLHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHLLHL\HLHLLHL_3.json;16206,96;14001,36;1,1575;1834,27;200;608,29
HLHLLHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHLLHL\HLHLLHL_4.json;17358,51;14278,11;1,2157;1558,82;200;606,40
HLHLLHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHLLHL\HLHLLHL_5.json;15859,47;14301,82;1,1089;1930,03;200;598,89
HLHLLHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHLLHL\HLHLLHL_6.json;18702,91;14266,93;1,3109;676,69;200;597,81
HLHLLHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHLLHL\HLHLLHL_7.json;16751,51;14453,47;1,1590;2475,13;200;611,46
HLHLLHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHLLHL\HLHLLHL_8.json;17152,14;14233,23;1,2051;2585,39;200;628,23
HLHLLHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHLLHL\HLHLLHL_9.json;16730,51;14072,81;1,1889;2865,26;200;609,74
HLHLLLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHLLLH\HLHLLLH_1.json;52989,42;48243,49;1,0984;17984,14;200;199,30
HLHLLLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHLLLH\HLHLLLH_10.json;53232,52;48956,17;1,0874;12232,40;200;191,32
HLHLLLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHLLLH\HLHLLLH_2.json;52517,22;48632,63;1,0799;18649,80;200;190,23
HLHLLLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHLLLH\HLHLLLH_3.json;57149,33;49103,99;1,1638;15441,65;200;203,82
HLHLLLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHLLLH\HLHLLLH_4.json;53153,27;48986,67;1,0851;9787,14;200;191,03
HLHLLLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHLLLH\HLHLLLH_5.json;55824,78;48602,69;1,1486;16939,56;200;205,54
HLHLLLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHLLLH\HLHLLLH_6.json;51002,43;48834,24;1,0444;6744,57;200;192,59
HLHLLLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHLLLH\HLHLLLH_7.json;51551,51;48021,22;1,0735;11423,09;200;195,19
HLHLLLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHLLLH\HLHLLLH_8.json;54669,43;48704,72;1,1225;9453,64;200;194,80
HLHLLLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHLLLH\HLHLLLH_9.json;56619,24;48081,68;1,1776;7896,48;200;190,35
HLHLLLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHLLLL\HLHLLLL_1.json;15346,20;14344,63;1,0698;844,82;200;82,12
HLHLLLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHLLLL\HLHLLLL_10.json;14831,50;14287,97;1,0380;138,73;200;84,38
HLHLLLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHLLLL\HLHLLLL_2.json;14302,43;14227,28;1,0053;368,64;200;82,38
HLHLLLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHLLLL\HLHLLLL_3.json;14643,94;14406,63;1,0165;26,27;200;83,33
HLHLLLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHLLLL\HLHLLLL_4.json;15949,05;14069,12;1,1336;227,48;200;86,96
HLHLLLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHLLLL\HLHLLLL_5.json;16729,60;14127,36;1,1842;44,12;200;82,71
HLHLLLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHLLLL\HLHLLLL_6.json;15243,14;14063,88;1,0839;0,00;200;83,98
HLHLLLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\HLHLLLL\HLHLLLL_7.json;14782,18;14412,04;1,0257;19,75;200;90,42
